title,abstract,domain,technologies,Year,source_url,combined_text,uniqueness_score
Python-Mental-Health-Chatbot,My university final year project.,Multiple / Unknown,python,2024.0,https://github.com/TheanYeeSin/Python-Mental-Health-Chatbot,Python-Mental-Health-Chatbot | My university final year project. | Multiple / Unknown | python,0.2384693
Malware-Detection-Using-Deep-Learning-Project,"Malware-Detection-System-Using-Deep-Learning-Project. Project Includes PPT. Code, Explanation Video and Documents",Multiple / Unknown,Deep Learning,2024.0,https://github.com/Vatshayan/Malware-Detection-Using-Deep-Learning-Project,"Malware-Detection-Using-Deep-Learning-Project | Malware-Detection-System-Using-Deep-Learning-Project. Project Includes PPT. Code, Explanation Video and Documents | Multiple / Unknown | Deep Learning",0.19805366
E-Learning-System-Java-GUI-Application,"E-Learning System is a desktop-based Windows application developed in Java with Swing and AWT. This project aims at serving Students and Teachers in Online-based learning.  The GUI is solely developed with code, there is no drag and drop tool used in the making of GUI.",Multiple / Unknown,java,2024.0,https://github.com/SuwaidAslam/E-Learning-System-Java-GUI-Application,"E-Learning-System-Java-GUI-Application | E-Learning System is a desktop-based Windows application developed in Java with Swing and AWT. This project aims at serving Students and Teachers in Online-based learning.  The GUI is solely developed with code, there is no drag and drop tool used in the making of GUI. | Multiple / Unknown | java",0.41135168
Money-Transcation-Security-Blockchain-Project,"Protection and Security of Transaction between friends with help of Blockchain. Project Code, Project PPT, Report and Synopsis for College Project(Final Year Project).",Blockchain,blockchain,2024.0,https://github.com/Vatshayan/Money-Transcation-Security-Blockchain-Project,"Money-Transcation-Security-Blockchain-Project | Protection and Security of Transaction between friends with help of Blockchain. Project Code, Project PPT, Report and Synopsis for College Project(Final Year Project). | Blockchain | blockchain",0.15955281
Road-Detection-System,"we present the plans of a driver-assistance system, which will be capable of road lane and traffic sign detection by using an OPEN-CV.",Multiple / Unknown,"Python, OpenCV",2024.0,https://github.com/Vatshayan/Road-Detection-System,"Road-Detection-System | we present the plans of a driver-assistance system, which will be capable of road lane and traffic sign detection by using an OPEN-CV. | Multiple / Unknown | Python, OpenCV",0.37547696
FaceMask-Detection-using-Deeplearning,"A python tool to detect if a person is wearing a mask or not in real-time using deep learning techniques. It works with images, videos, and real-time videos as well.",Computer Vision / AI,python,2024.0,https://github.com/snehitvaddi/FaceMask-Detection-using-Deeplearning,"FaceMask-Detection-using-Deeplearning | A python tool to detect if a person is wearing a mask or not in real-time using deep learning techniques. It works with images, videos, and real-time videos as well. | Computer Vision / AI | python",0.29148293
Deep-Fake_First_Order_Model,This Repo consists of implementing First order motion model for making Deep Fakes. It is referenced from a video on youtube by Two Minute Papers about Deep Fakes. The code given by @AliaksandrSiarohin,Multiple / Unknown,"Python, TensorFlow, Flask",2024.0,https://github.com/snehitvaddi/Deep-Fake_First_Order_Model,"Deep-Fake_First_Order_Model | This Repo consists of implementing First order motion model for making Deep Fakes. It is referenced from a video on youtube by Two Minute Papers about Deep Fakes. The code given by @AliaksandrSiarohin | Multiple / Unknown | Python, TensorFlow, Flask",0.46977603
Computer-Graphics-Projects-in-OpenGL,Top 50 Computer Graphics Projects Implemented using OpenGL library,Multiple / Unknown,OpenGL,2024.0,https://github.com/vtupulse/Computer-Graphics-Projects-in-OpenGL,Computer-Graphics-Projects-in-OpenGL | Top 50 Computer Graphics Projects Implemented using OpenGL library | Multiple / Unknown | OpenGL,0.35780305
home-service-provider,🌟 Welcome to Home Service Provider! 🚀 Join our platform to unlock exclusive services and insights. Sign up today and explore top-notch services 🏠 near you or across the globe. Discover a myriad of categories and visualize data 📊 with our intuitive chart tool. Let's revolutionize the way you find services! 🔍,Multiple / Unknown,chart tool,2024.0,https://github.com/bhavyabhut/home-service-provider,home-service-provider | 🌟 Welcome to Home Service Provider! 🚀 Join our platform to unlock exclusive services and insights. Sign up today and explore top-notch services 🏠 near you or across the globe. Discover a myriad of categories and visualize data 📊 with our intuitive chart tool. Let's revolutionize the way you find services! 🔍 | Multiple / Unknown | chart tool,0.53771824
Blockchain-and-Cryptography-Communication-System,Final Year Blockchain Project for Security of communication. [Security of Communication Increase through Use of Combination of Cryptography and Blockchain technology],Blockchain,blockchain,2024.0,https://github.com/Vatshayan/Blockchain-and-Cryptography-Communication-System,Blockchain-and-Cryptography-Communication-System | Final Year Blockchain Project for Security of communication. [Security of Communication Increase through Use of Combination of Cryptography and Blockchain technology] | Blockchain | blockchain,0.26098013
ProductManagementTool,Advanced Product tracking automation system using Qt 5 and C++,Multiple / Unknown,c,2024.0,https://github.com/Dentrax/ProductManagementTool,ProductManagementTool | Advanced Product tracking automation system using Qt 5 and C++ | Multiple / Unknown | c,0.56833184
Data-Duplication-Removal-using-Machine-Learning,Final Year Project as Deletion of Duplicated data using Machine learning project with source code and Report.,AI / ML,Machine learning,2024.0,https://github.com/Vatshayan/Data-Duplication-Removal-using-Machine-Learning,Data-Duplication-Removal-using-Machine-Learning | Final Year Project as Deletion of Duplicated data using Machine learning project with source code and Report. | AI / ML | Machine learning,0.3364538
PostGraduation,University management platform dedicated for post-graduation in computer science field using django rest framework.,Web / Mobile,django,2024.0,https://github.com/Amine-Smahi/PostGraduation,PostGraduation | University management platform dedicated for post-graduation in computer science field using django rest framework. | Web / Mobile | django,0.3502097
Kahani-Storytelling-App-For-Children-With-Hearing-Impairment,Storytelling App For Children With Hearing Impairment,Multiple / Unknown,"Storytelling App, Children, Hearing Impairment",2024.0,https://github.com/ajaygujja/Kahani-Storytelling-App-For-Children-With-Hearing-Impairment,"Kahani-Storytelling-App-For-Children-With-Hearing-Impairment | Storytelling App For Children With Hearing Impairment | Multiple / Unknown | Storytelling App, Children, Hearing Impairment",0.48715746
Predicting-Consumer-Purchase-intention-using-Twitter-Data,Predicting Consumer Purchase intention using Twitter Data,Multiple / Unknown,"Twitter API, Natural Language Processing, Machine Learning",2024.0,https://github.com/hasanimran96/Predicting-Consumer-Purchase-intention-using-Twitter-Data,"Predicting-Consumer-Purchase-intention-using-Twitter-Data | Predicting Consumer Purchase intention using Twitter Data | Multiple / Unknown | Twitter API, Natural Language Processing, Machine Learning",0.51035255
final-project,A social media platform built with MEAN stack,Multiple / Unknown,MEAN stack,2024.0,https://github.com/Final-Year-Project-Cian-Kevin/final-project,final-project | A social media platform built with MEAN stack | Multiple / Unknown | MEAN stack,0.48737192
Blasa.v2,blasa ride-sharing android app with firebase,Web / Mobile,android,2024.0,https://github.com/OmaarElAmri/Blasa.v2,Blasa.v2 | blasa ride-sharing android app with firebase | Web / Mobile | android,0.4484685
Google-Stock-Price-Prediction-by-Deep-Learning,Top Class Stock Price Prediction Project through Machine Learning Algorithms for Google. Easy Understanding and Implementation. B.tech Final Year College Project.,AI / ML,Machine Learning,2024.0,https://github.com/Projects-Developer/Google-Stock-Price-Prediction-by-Deep-Learning,Google-Stock-Price-Prediction-by-Deep-Learning | Top Class Stock Price Prediction Project through Machine Learning Algorithms for Google. Easy Understanding and Implementation. B.tech Final Year College Project. | AI / ML | Machine Learning,0.13351274
Heart-Diseases-Prediction-Project,Final Year Project Heart Disease Prediction Project with all Documents.,Multiple / Unknown,Heart Disease Prediction,2024.0,https://github.com/Projects-Developer/Heart-Diseases-Prediction-Project,Heart-Diseases-Prediction-Project | Final Year Project Heart Disease Prediction Project with all Documents. | Multiple / Unknown | Heart Disease Prediction,0.2269901
Fake-Product-Identification-Using-Blockchain,"Fake Product Identification by QR Code Using Blockchain Project with Source Code, Documents and Youtube Video Implementation",Blockchain,blockchain,2024.0,https://github.com/Vatshayan/Fake-Product-Identification-Using-Blockchain,"Fake-Product-Identification-Using-Blockchain | Fake Product Identification by QR Code Using Blockchain Project with Source Code, Documents and Youtube Video Implementation | Blockchain | blockchain",0.2990061
Image-Security-by-Triple-DES-Final-Year-Project,B.tech Cryptogaphy Final Year Project on ENCRYPTION & DECRYPTION of IMAGE through Triple DES.,Computer Vision / AI,Triple DES,2024.0,https://github.com/Vatshayan/Image-Security-by-Triple-DES-Final-Year-Project,Image-Security-by-Triple-DES-Final-Year-Project | B.tech Cryptogaphy Final Year Project on ENCRYPTION & DECRYPTION of IMAGE through Triple DES. | Computer Vision / AI | Triple DES,0.12075603
Drowsiness-Detector-College-Project,Drowsiness Detector using Python. College Project with all Documents,Multiple / Unknown,python,2024.0,https://github.com/Projects-Developer/Drowsiness-Detector-College-Project,Drowsiness-Detector-College-Project | Drowsiness Detector using Python. College Project with all Documents | Multiple / Unknown | python,0.4053055
Steganography-Website-Project,Final Year Steganography Project with  Code and Project report,Multiple / Unknown,Steganography,2024.0,https://github.com/Vatshayan/Steganography-Website-Project,Steganography-Website-Project | Final Year Steganography Project with  Code and Project report | Multiple / Unknown | Steganography,0.3037324
Android-Malware-Detection-Using-Machine-Learning,Android Malware Detection Using Machine Learning Project with Source Code and Documents Plus Video Explanation,Web / Mobile,android,2024.0,https://github.com/Vatshayan/Android-Malware-Detection-Using-Machine-Learning,Android-Malware-Detection-Using-Machine-Learning | Android Malware Detection Using Machine Learning Project with Source Code and Documents Plus Video Explanation | Web / Mobile | android,0.19965458
YOLOv3-Cloud-Based-Fire-Detection,"Custom Object detection using YOLOv3 on the cloud. It is trained to detect Fire in a given frame. It can be largely used for Wildfires, fire accidents, etc.",Computer Vision / AI,YOLOv3,2024.0,https://github.com/snehitvaddi/YOLOv3-Cloud-Based-Fire-Detection,"YOLOv3-Cloud-Based-Fire-Detection | Custom Object detection using YOLOv3 on the cloud. It is trained to detect Fire in a given frame. It can be largely used for Wildfires, fire accidents, etc. | Computer Vision / AI | YOLOv3",0.4266594
nutrition-framework,Skripsi / TA of Muhammad Faisal Amir - Telkom University 2021,Multiple / Unknown,No technologies mentioned,2024.0,https://github.com/amirisback/nutrition-framework,nutrition-framework | Skripsi / TA of Muhammad Faisal Amir - Telkom University 2021 | Multiple / Unknown | No technologies mentioned,0.385064
Co2-Emission-Prediction-Using-Machine-Learning,Final year Co2 Emission Prediction Using Machine Learning Project with source code and documents. Btech Final Year Project,AI / ML,Machine Learning,2024.0,https://github.com/Vatshayan/Co2-Emission-Prediction-Using-Machine-Learning,Co2-Emission-Prediction-Using-Machine-Learning | Final year Co2 Emission Prediction Using Machine Learning Project with source code and documents. Btech Final Year Project | AI / ML | Machine Learning,0.04629755
Online_Inventory_shop,Online shop with admin and supplier-for demo,Multiple / Unknown,"Online shop, admin panel, supplier interface",2024.0,https://github.com/nikhilkeshava/Online_Inventory_shop,"Online_Inventory_shop | Online shop with admin and supplier-for demo | Multiple / Unknown | Online shop, admin panel, supplier interface",0.4482103
Spam-Detection-Project,"Spam Detection Project for college students with PPT, Report, Code, Datasets and Research papers",Multiple / Unknown,"PPT, Report, Code, Datasets, Research papers",2024.0,https://github.com/Vatshayan/Spam-Detection-Project,"Spam-Detection-Project | Spam Detection Project for college students with PPT, Report, Code, Datasets and Research papers | Multiple / Unknown | PPT, Report, Code, Datasets, Research papers",0.34678155
Final-Year-Credit-Card-Fraud-Detection-Project,Credit Card Fraud Detection Project with Code and Documents,Multiple / Unknown,Credit Card Fraud Detection,2024.0,https://github.com/Vatshayan/Final-Year-Credit-Card-Fraud-Detection-Project,Final-Year-Credit-Card-Fraud-Detection-Project | Credit Card Fraud Detection Project with Code and Documents | Multiple / Unknown | Credit Card Fraud Detection,0.24657083
Smart-Cruiter-FYP,"Smart Recruiter an ATS system, streamlining organizational hiring process.",Multiple / Unknown,ATS system,2024.0,https://github.com/Hamza-Sajid/Smart-Cruiter-FYP,"Smart-Cruiter-FYP | Smart Recruiter an ATS system, streamlining organizational hiring process. | Multiple / Unknown | ATS system",0.4711175
fantasy-sports-prediction,We have used our skill of machine learning along with our passion for cricket to predict the performance of players in the upcoming matches using ML Algorithms like random-forest and XG Boost,AI / ML,"Python, random-forest, XG Boost",2024.0,https://github.com/pankajrawat9075/fantasy-sports-prediction,"fantasy-sports-prediction | We have used our skill of machine learning along with our passion for cricket to predict the performance of players in the upcoming matches using ML Algorithms like random-forest and XG Boost | AI / ML | Python, random-forest, XG Boost",0.48759705
EcommerceApp,"Java J2EE Application - EcommerceApp, It's an Online Electronic Shopping Application. Where User can buy product, add product to cart, register, login, logout and Admin can add new products to items list and can manage the Customers.",Multiple / Unknown,java,2024.0,https://github.com/swapnilbamble1438/EcommerceApp,"EcommerceApp | Java J2EE Application - EcommerceApp, It's an Online Electronic Shopping Application. Where User can buy product, add product to cart, register, login, logout and Admin can add new products to items list and can manage the Customers. | Multiple / Unknown | java",0.38152254
Codo-File,"Codo-File is a code editor that primarily supports JavaScript and Python, with partial Dart support. Additionally, it features a real-time website editor where you can create your own website in the browser using HTML, CSS, and JavaScript. The project also includes an image-to-text feature and a voice-to-text feature .",Computer Vision / AI,"css,html,javascript,python",2024.0,https://github.com/faizan619/Codo-File,"Codo-File | Codo-File is a code editor that primarily supports JavaScript and Python, with partial Dart support. Additionally, it features a real-time website editor where you can create your own website in the browser using HTML, CSS, and JavaScript. The project also includes an image-to-text feature and a voice-to-text feature . | Computer Vision / AI | css,html,javascript,python",0.4394837
Intruder-Detection-and-Automatic-Email-Alerting-system,Using OpenCV and face_recognition to detect unknown faces and send automatic email alert to the admin,Computer Vision / AI,opencv,2024.0,https://github.com/snehitvaddi/Intruder-Detection-and-Automatic-Email-Alerting-system,Intruder-Detection-and-Automatic-Email-Alerting-system | Using OpenCV and face_recognition to detect unknown faces and send automatic email alert to the admin | Computer Vision / AI | opencv,0.40294456
Fire-Detection-Using-Infrared-Images,"This is my final year project on fire detection using infra-red technology, Which include real time detection and record video detection create fire alert for the safety.",Multiple / Unknown,infra-red technology,2024.0,https://github.com/siddhesh-vartak98/Fire-Detection-Using-Infrared-Images,"Fire-Detection-Using-Infrared-Images | This is my final year project on fire detection using infra-red technology, Which include real time detection and record video detection create fire alert for the safety. | Multiple / Unknown | infra-red technology",0.4266594
Fake-News-Detection-using-machine-learning,"Full stack Fake News Detection using machine learning Project Includes Source Code, PPT, Synopsis, Report, Documents, Base Research Paper & Video tutorials",AI / ML,machine learning,2024.0,https://github.com/Projects-Developer/Fake-News-Detection-using-machine-learning,"Fake-News-Detection-using-machine-learning | Full stack Fake News Detection using machine learning Project Includes Source Code, PPT, Synopsis, Report, Documents, Base Research Paper & Video tutorials | AI / ML | machine learning",0.06922716
image_caption_generator,"An Image captioning web application combines the power of React.js for front-end, Flask and Node.js for back-end, utilizing the MERN stack. Users can upload images and instantly receive automatic captions. Authenticated users have access to extra features like translating captions and text-to-speech functionality.",Computer Vision / AI,"flask,react",2024.0,https://github.com/bhushan2311/image_caption_generator,"image_caption_generator | An Image captioning web application combines the power of React.js for front-end, Flask and Node.js for back-end, utilizing the MERN stack. Users can upload images and instantly receive automatic captions. Authenticated users have access to extra features like translating captions and text-to-speech functionality. | Computer Vision / AI | flask,react",0.40402305
B.tech-Project-Rainfall-Predication-in-India,Rainfall Prediction using Machine Learning. India Rainfall Prediction for 115 years.  Rainfall Project with Code and Documents,AI / ML,Machine Learning,2024.0,https://github.com/Vatshayan/B.tech-Project-Rainfall-Predication-in-India,B.tech-Project-Rainfall-Predication-in-India | Rainfall Prediction using Machine Learning. India Rainfall Prediction for 115 years.  Rainfall Project with Code and Documents | AI / ML | Machine Learning,0.43327665
Codify,"Codify enables data scientists to perform all the tedious and time-consuming tasks such as EDA (exploratory data analysis), data cleaning, data pre-processing, data visualization, modeling, and evaluation in the data-science life cycle, by only conveying the logic of the task in natural language (English) and the system will automatically give out all the relevant python code snippets.",Multiple / Unknown,python,2024.0,https://github.com/Elysian01/Codify,"Codify | Codify enables data scientists to perform all the tedious and time-consuming tasks such as EDA (exploratory data analysis), data cleaning, data pre-processing, data visualization, modeling, and evaluation in the data-science life cycle, by only conveying the logic of the task in natural language (English) and the system will automatically give out all the relevant python code snippets. | Multiple / Unknown | python",0.49843776
Face-Detection-Project,"Final Year college Face Detection Project with Project Report, Project PPT, Research Paper and Synopsis.",Multiple / Unknown,Face Detection,2024.0,https://github.com/Vatshayan/Face-Detection-Project,"Face-Detection-Project | Final Year college Face Detection Project with Project Report, Project PPT, Research Paper and Synopsis. | Multiple / Unknown | Face Detection",0.1945864
God-s-Eye,👮‍♂️ initiative to helps police officers to find missing people,Multiple / Unknown,python,2024.0,https://github.com/neerajram30/God-s-Eye,God-s-Eye | 👮‍♂️ initiative to helps police officers to find missing people | Multiple / Unknown | python,0.37818193
CampusElectionSystem,My final year project in Cosmopoint College of Technology,Multiple / Unknown,python,2024.0,https://github.com/azrinaziz/CampusElectionSystem,CampusElectionSystem | My final year project in Cosmopoint College of Technology | Multiple / Unknown | python,0.3178754
eSignify,A conceptual model to detect and verify signatures on bank cheques. This is our Final Year project at Thapar Institute of Engineering and Technology.,Multiple / Unknown,"conceptual model, signature detection, signature verification, bank cheques",2024.0,https://github.com/divyadhimaan/eSignify,"eSignify | A conceptual model to detect and verify signatures on bank cheques. This is our Final Year project at Thapar Institute of Engineering and Technology. | Multiple / Unknown | conceptual model, signature detection, signature verification, bank cheques",0.5416442
CurrencyAnalyser,"Final Year Project, based on the idea of analysing and predicting cryptocurrency prices.",Multiple / Unknown,"cryptocurrency, price analysis, price prediction",2024.0,https://github.com/rebeccabkane/CurrencyAnalyser,"CurrencyAnalyser | Final Year Project, based on the idea of analysing and predicting cryptocurrency prices. | Multiple / Unknown | cryptocurrency, price analysis, price prediction",0.3580503
spuf-314,"a Web Application prototype for public transportation, serving a RESTful API to find Stations, Bus, Metro and Tramway's Lines, while also computing the best multimodal path between two stations or addresses",Multiple / Unknown,RESTful API,2024.0,https://github.com/Oussama-Abderrahim/spuf-314,"spuf-314 | a Web Application prototype for public transportation, serving a RESTful API to find Stations, Bus, Metro and Tramway's Lines, while also computing the best multimodal path between two stations or addresses | Multiple / Unknown | RESTful API",0.5419264
AI-MedLab,"AI-based medical laboratory is a project that aims to use artificial intelligence (AI), machine learning (ML) to improve the quality and efficiency of laboratory medicine. There are three modules like customer or local person, doctor and lab assistant. This project we built in MERN Stack.",AI / ML,MERN Stack,2024.0,https://github.com/abdul-wahab619/AI-MedLab,"AI-MedLab | AI-based medical laboratory is a project that aims to use artificial intelligence (AI), machine learning (ML) to improve the quality and efficiency of laboratory medicine. There are three modules like customer or local person, doctor and lab assistant. This project we built in MERN Stack. | AI / ML | MERN Stack",0.37806803
digit-recognition,"The purpose of this project is to take handwritten digits as input, process the digits, train the neural network algorithm with the processed data, to recognize the pattern and successfully identify the test digits. The popular MNIST dataset is used for the training and testing purposes. The IDE used is MATLAB",Multiple / Unknown,matlab,2024.0,https://github.com/deyjishnu/digit-recognition,"digit-recognition | The purpose of this project is to take handwritten digits as input, process the digits, train the neural network algorithm with the processed data, to recognize the pattern and successfully identify the test digits. The popular MNIST dataset is used for the training and testing purposes. The IDE used is MATLAB | Multiple / Unknown | matlab",0.37005162
BDMS_final_proj,final year college Project BLood Bank ManageMentt System with  [PHP] and Mysql [Complete],Multiple / Unknown,"mysql,php",2024.0,https://github.com/saikatharryc/BDMS_final_proj,"BDMS_final_proj | final year college Project BLood Bank ManageMentt System with  [PHP] and Mysql [Complete] | Multiple / Unknown | mysql,php",0.39782906
YOLOv3-Object-Tracking,"Object tracking with YOLOv3, YOLOv3-tiny, Deep Sort and Tensorflow. This repository implements YOLOv3 and Deep SORT in order to perfrom real-time object tracking.",Computer Vision / AI,tensorflow,2024.0,https://github.com/snehitvaddi/YOLOv3-Object-Tracking,"YOLOv3-Object-Tracking | Object tracking with YOLOv3, YOLOv3-tiny, Deep Sort and Tensorflow. This repository implements YOLOv3 and Deep SORT in order to perfrom real-time object tracking. | Computer Vision / AI | tensorflow",0.42666614
Eco-fertilization,Nutrient Value Recommendation System for crops w.r.t rainfall patterns embedded with rainfall prediction system.,IoT / Embedded,"rainfall prediction system, nutrient value recommendation system",2024.0,https://github.com/Gekko12/Eco-fertilization,"Eco-fertilization | Nutrient Value Recommendation System for crops w.r.t rainfall patterns embedded with rainfall prediction system. | IoT / Embedded | rainfall prediction system, nutrient value recommendation system",0.32738262
TMS,"Tution Management Syatem in php and MySql - Admin pannel, Staff pannel and Student area",Multiple / Unknown,"mysql,php",2024.0,https://github.com/tanujpatra228/TMS,"TMS | Tution Management Syatem in php and MySql - Admin pannel, Staff pannel and Student area | Multiple / Unknown | mysql,php",0.38472164
Online-Payroll-Management-System,"A Payroll management System with feature like generate payslip & reports. It manages salaries, leaves, branches, employees, designations, shifts, holidays and employee attendance. It has chat application so internal employees can use that feature.",Multiple / Unknown,"Payroll management, payslip generation, report generation, salary management, leave management, branch management, employee management, designation management, shift management, holiday management, attendance management, chat application",2024.0,https://github.com/MD-MAFUJUL-HASAN/Online-Payroll-Management-System,"Online-Payroll-Management-System | A Payroll management System with feature like generate payslip & reports. It manages salaries, leaves, branches, employees, designations, shifts, holidays and employee attendance. It has chat application so internal employees can use that feature. | Multiple / Unknown | Payroll management, payslip generation, report generation, salary management, leave management, branch management, employee management, designation management, shift management, holiday management, attendance management, chat application",0.5469126
IEEE-Projects,IEEE Research paper and Final Year Project on Cryptography Communication Security. IEEE Paper with Code. Top class Research paper.,Multiple / Unknown,"Cryptography, Communication Security",2024.0,https://github.com/Vatshayan/IEEE-Projects,"IEEE-Projects | IEEE Research paper and Final Year Project on Cryptography Communication Security. IEEE Paper with Code. Top class Research paper. | Multiple / Unknown | Cryptography, Communication Security",0.16565436
Heart-disease-prediction-system-Project,Heart disease prediction system Project using Machine Learning with Code and Report,AI / ML,Machine Learning,2024.0,https://github.com/Vatshayan/Heart-disease-prediction-system-Project,Heart-disease-prediction-system-Project | Heart disease prediction system Project using Machine Learning with Code and Report | AI / ML | Machine Learning,0.16230494
UPI-Fraud-Detection-Using-Machine-Learning,UPI Fraud Detection Using Machine Learning with Source Code and documents,AI / ML,Machine Learning,2024.0,https://github.com/Vatshayan/UPI-Fraud-Detection-Using-Machine-Learning,UPI-Fraud-Detection-Using-Machine-Learning | UPI Fraud Detection Using Machine Learning with Source Code and documents | AI / ML | Machine Learning,0.25740397
final-thesis,Handwritten character recognition system written in Java (Neural network),Multiple / Unknown,java,2024.0,https://github.com/fgulan/final-thesis,final-thesis | Handwritten character recognition system written in Java (Neural network) | Multiple / Unknown | java,0.3311659
perfect-parking-fyp,"Perfect Parking, an AI supported application to help manage parking spaces",Multiple / Unknown,AI,2024.0,https://github.com/Rhys-LIT/perfect-parking-fyp,"perfect-parking-fyp | Perfect Parking, an AI supported application to help manage parking spaces | Multiple / Unknown | AI",0.38330865
10-Deep-Learning-Final-Year-Project-Ideas-Deep-learning-final-year-projects-with-source-code,"Deep learning final year projects offer students the opportunity to explore the latest advancements in artificial intelligence and apply them to real-world problems. One project idea is developing a Deep Learning-Based Image Classification System, which uses convolutional neural networks (CNNs) to classify images into different categories.",Computer Vision / AI,"Deep Learning, Convolutional Neural Networks",2024.0,https://github.com/MRXdunk/10-Deep-Learning-Final-Year-Project-Ideas-Deep-learning-final-year-projects-with-source-code,"10-Deep-Learning-Final-Year-Project-Ideas-Deep-learning-final-year-projects-with-source-code | Deep learning final year projects offer students the opportunity to explore the latest advancements in artificial intelligence and apply them to real-world problems. One project idea is developing a Deep Learning-Based Image Classification System, which uses convolutional neural networks (CNNs) to classify images into different categories. | Computer Vision / AI | Deep Learning, Convolutional Neural Networks",0.09942359
language-detector,this software detects the language of the website. It goes over list of url provided and saves the url + language in an excel sheet,Multiple / Unknown,"Python, Excel",2024.0,https://github.com/mujeebishaque/language-detector,"language-detector | this software detects the language of the website. It goes over list of url provided and saves the url + language in an excel sheet | Multiple / Unknown | Python, Excel",0.41886806
enjindex,"ENJindex, explore NFTs and crypto collectibles. Final Year Project 2024 @ Nottingham Trent University developed by @SamHillierDev.",Multiple / Unknown,"NFTs, crypto collectibles",2024.0,https://github.com/SamHillierDev/enjindex,"enjindex | ENJindex, explore NFTs and crypto collectibles. Final Year Project 2024 @ Nottingham Trent University developed by @SamHillierDev. | Multiple / Unknown | NFTs, crypto collectibles",0.4264425
fyp-ms,My final year project that manages final year projects,Multiple / Unknown,No technologies mentioned,2024.0,https://github.com/james-muriithi/fyp-ms,fyp-ms | My final year project that manages final year projects | Multiple / Unknown | No technologies mentioned,0.28284514
Genetic-Algorithms-for-Swarm-Parameter-Tuning,"Swarming behaviour is based on aggregation of simple drones exhibiting basic instinctive reactions to stimuli. However, to achieve overall balanced/interesting behaviour the relative importance of these instincts, as well their internal parameters, must be tuned. In this project, you will learn how to apply Genetic Programming as means of such tuning, and attempt to achieve a series of non-trivial swarm-level behaviours.",Web / Mobile,Genetic Programming,2024.0,https://github.com/Cheejyg/Genetic-Algorithms-for-Swarm-Parameter-Tuning,"Genetic-Algorithms-for-Swarm-Parameter-Tuning | Swarming behaviour is based on aggregation of simple drones exhibiting basic instinctive reactions to stimuli. However, to achieve overall balanced/interesting behaviour the relative importance of these instincts, as well their internal parameters, must be tuned. In this project, you will learn how to apply Genetic Programming as means of such tuning, and attempt to achieve a series of non-trivial swarm-level behaviours. | Web / Mobile | Genetic Programming",0.012177885
Malaria-Identification-System,Malaria Identification System Using Deep Learning,AI / ML,Deep Learning,2024.0,https://github.com/khalid-akhss19/Malaria-Identification-System,Malaria-Identification-System | Malaria Identification System Using Deep Learning | AI / ML | Deep Learning,0.3882053
FYP-Frontend,The front-end for our Final Year Project (Hawk's Eye),Multiple / Unknown,front-end,2024.0,https://github.com/HxnDev/FYP-Frontend,FYP-Frontend | The front-end for our Final Year Project (Hawk's Eye) | Multiple / Unknown | front-end,0.36869752
spot_hub,"Spot Hub is a mobile application that provides personalized food and hotel recommendations based on user preferences and location. The app also allows businesses to create profiles and promote their products, providing users with a comprehensive guide to local dining and hospitality options.",Web / Mobile,"mobile application, location-based services, user preferences, business profiles, product promotion, local dining guide, hospitality guide",2024.0,https://github.com/sheikh-tabarak/spot_hub,"spot_hub | Spot Hub is a mobile application that provides personalized food and hotel recommendations based on user preferences and location. The app also allows businesses to create profiles and promote their products, providing users with a comprehensive guide to local dining and hospitality options. | Web / Mobile | mobile application, location-based services, user preferences, business profiles, product promotion, local dining guide, hospitality guide",0.5014443
final-year-project,"My Final Year Project for University of Zaragoza: ""Dynamic loading of plugins in Rust in the absence of a stable Application Binary Interface""",Multiple / Unknown,Rust,2024.0,https://github.com/marioortizmanero/final-year-project,"final-year-project | My Final Year Project for University of Zaragoza: ""Dynamic loading of plugins in Rust in the absence of a stable Application Binary Interface"" | Multiple / Unknown | Rust",0.47928476
FYP,android application use for your personal budget management system,Web / Mobile,android,2024.0,https://github.com/shehryarkamran/FYP,FYP | android application use for your personal budget management system | Web / Mobile | android,0.43753743
smartkisan,FYP project for colleague of mine in Python/Django. Fully working website with customized django admin panel.,Web / Mobile,"django,python",2024.0,https://github.com/mujeebishaque/smartkisan,"smartkisan | FYP project for colleague of mine in Python/Django. Fully working website with customized django admin panel. | Web / Mobile | django,python",0.38629806
iDentity-ml-fyp-py,iDentity-Biometric Face Recognition Time Management System,Multiple / Unknown,"Biometric Face Recognition, Time Management System",2024.0,https://github.com/Zsolt821201/iDentity-ml-fyp-py,"iDentity-ml-fyp-py | iDentity-Biometric Face Recognition Time Management System | Multiple / Unknown | Biometric Face Recognition, Time Management System",0.38141125
learn-managment-system-mern,"""LMS Learn"" is a full-featured Learning Management System (LMS) built using the MERN stack (MongoDB, Express, React, Node.js). It provides an intuitive platform for managing courses, students, and instructors, offering seamless user authentication, course enrollment, and progress tracking. 🚀",Web / Mobile,"mongodb,react",2024.0,https://github.com/sudoyasir/learn-managment-system-mern,"learn-managment-system-mern | ""LMS Learn"" is a full-featured Learning Management System (LMS) built using the MERN stack (MongoDB, Express, React, Node.js). It provides an intuitive platform for managing courses, students, and instructors, offering seamless user authentication, course enrollment, and progress tracking. 🚀 | Web / Mobile | mongodb,react",0.33678323
